month,trust,region,total_attendances,type1_attendances,total_over_4hrs,type1_over_4hrs,breaches_4_to_12hr,breaches_12hr_plus
2025-05,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,10512,7315,3595,3562,636,145
2025-05,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2433,0,96,0,0,0
2025-05,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,3179,0,0,0,0,0
2025-05,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-05,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2788,0,34,0,0,0
2025-05,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,30901,13616,6429,5949,735,642
2025-05,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9300,9300,2619,2619,427,0
2025-05,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,45889,25866,13652,11713,1229,988
2025-05,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,3726,0,20,0,0,0
2025-05,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,24829,16670,6174,6174,82,5
2025-05,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1662,0,8,0,0,0
2025-05,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,5061,5061,1073,1073,3,5
2025-05,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,19457,9115,4255,4185,677,367
2025-05,BOLTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12344,8145,3684,3494,519,196
2025-05,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14009,9416,2417,2417,719,49
2025-05,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,3723,0,576,0,0,0
2025-05,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,3030,0,50,0,0,0
2025-05,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1521,0,63,0,0,0
2025-05,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1986,0,0,0,0,0
2025-05,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,15140,10764,3398,3303,275,252
2025-05,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16305,16305,2568,2568,719,5
2025-05,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,16765,10784,4639,4546,589,207
2025-05,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,13220,0,204,0,0,0
2025-05,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,26655,20275,5608,5543,733,55
2025-05,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,13438,7119,3640,3319,878,95
2025-05,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,1761,0,20,0,0,0
2025-05,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-05,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,7777,5321,3120,2837,244,751
2025-05,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17492,13233,5320,5320,2030,13
2025-05,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-05,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,18488,13210,4123,4123,254,873
2025-05,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,15668,11360,4478,4453,454,579
2025-05,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8372,0,166,0,0,0
2025-05,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,2031,0,0,0,0,0
2025-05,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18317,13955,4764,4718,1100,113
2025-05,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,4522,4522,1479,1479,231,23
2025-05,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-05,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NHS ENGLAND EAST OF ENGLAND,17474,8815,4500,4414,220,132
2025-05,EAST BERKS PRIMARY CARE OOH(WAM),NHS ENGLAND SOUTH EAST,0,0,0,0,0,0
2025-05,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,4561,4561,1991,1991,151,148
2025-05,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,25884,12541,6053,5695,452,1210
2025-05,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,24955,13655,5074,4634,532,1119
2025-05,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,3089,0,188,0,0,0
2025-05,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,26381,11965,6247,5845,993,470
2025-05,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10918,8442,3049,3019,184,20
2025-05,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,13400,11686,4192,4163,438,975
2025-05,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-05,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,2828,0,0,0,0,0
2025-05,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,2565,0,0,0,0,0
2025-05,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,36462,23038,9964,9511,1843,323
2025-05,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9936,5902,2086,2036,459,1
2025-05,GEORGE ELIOT HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,8752,7048,2812,2766,426,284
2025-05,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8995,0,120,0,0,0
2025-05,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13825,13825,5194,5194,451,395
2025-05,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1776,0,20,0,0,0
2025-05,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,11109,5509,3302,2868,533,355
2025-05,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,18092,10064,3782,3483,103,69
2025-05,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,3058,0,156,0,0,0
2025-05,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,14687,11189,5083,4945,254,40
2025-05,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,2625,0,18,0,0,0
2025-05,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6336,5246,1393,1393,170,15
2025-05,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,1194,0,91,0,0,0
2025-05,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,2378,0,37,0,0,0
2025-05,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11355,11355,1983,1983,202,26
2025-05,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14154,9636,6200,5515,1035,467
2025-05,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,1171,0,3,0,0,0
2025-05,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,23851,12279,5968,5451,749,366
2025-05,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,6333,4389,1709,1709,268,96
2025-05,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,9059,7796,2945,2945,574,205
2025-05,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,9707,0,26,0,0,0
2025-05,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,18417,10011,3865,3732,639,788
2025-05,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24773,15424,6879,6518,1454,833
2025-05,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,15569,6888,3515,3296,306,261
2025-05,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,15632,12077,4599,4478,1008,476
2025-05,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,354,0,0,0,0,0
2025-05,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,31013,18042,7365,7129,1663,331
2025-05,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,25687,15988,8282,8024,1305,726
2025-05,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,8967,0,214,0,0,0
2025-05,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-05,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,26458,16266,8009,7834,1918,852
2025-05,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,1446,0,195,0,0,0
2025-05,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,209,0,0,0,0,0
2025-05,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,2236,0,9,0,0,0
2025-05,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,29624,14049,7191,7049,650,403
2025-05,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,5526,0,23,0,0,0
2025-05,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,21098,18728,3932,3906,1010,111
2025-05,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,41073,25682,11678,10832,2893,106
2025-05,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,128,0,0,0,0,0
2025-05,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16173,9610,3567,3160,398,533
2025-05,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,65,0,0,0,0,0
2025-05,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,25031,17566,6473,6302,547,366
2025-05,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,13831,0,132,0,0,0
2025-05,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,35097,31033,10349,10241,2666,378
2025-05,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10567,7250,4512,4462,610,645
2025-05,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,23744,17183,6502,6363,1995,175
2025-05,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,13057,8137,3014,2996,726,0
2025-05,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,1612,0,2,0,0,0
2025-05,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,6040,0,111,0,0,0
2025-05,NEMS UTC,NHS ENGLAND MIDLANDS,3404,0,776,0,0,0
2025-05,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,21050,13181,3920,3914,911,198
2025-05,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9454,9454,3458,3458,603,366
2025-05,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,11369,9176,3810,3794,657,426
2025-05,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,2020,0,80,0,0,0
2025-05,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16376,4893,2348,2330,161,1
2025-05,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,19596,14921,6523,6334,578,838
2025-05,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13142,10430,4419,4313,746,622
2025-05,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,35286,26590,11244,10741,1156,1113
2025-05,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16917,9285,5177,5091,740,796
2025-05,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,23619,9963,2261,2254,14,0
2025-05,NOTTINGHAM CITYCARE PARTNERSHIP,NHS ENGLAND MIDLANDS,5381,0,311,0,0,0
2025-05,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,15775,13644,6893,6813,311,460
2025-05,OADBY,NHS ENGLAND MIDLANDS,598,0,0,0,0,0
2025-05,OAKHAM,NHS ENGLAND MIDLANDS,83,0,0,0,0,0
2025-05,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,87,0,0,0,0,0
2025-05,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,4266,0,234,0,0,0
2025-05,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,18475,12792,4431,4421,714,0
2025-05,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,1209,0,5,0,0,0
2025-05,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,3567,0,24,0,0,0
2025-05,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST,14588,10593,4164,4126,1032,373
2025-05,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,5679,0,189,0,0,0
2025-05,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,5614,0,245,0,0,0
2025-05,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,2636,0,0,0,0,0
2025-05,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1544,0,33,0,0,0
2025-05,READING URGENT CARE CENTRE,NHS ENGLAND SOUTH EAST,1916,0,0,0,0,0
2025-05,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,1247,0,0,0,0,0
2025-05,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16228,12073,4626,4572,584,31
2025-05,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,20836,7244,4517,3689,612,487
2025-05,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,17722,13179,5275,5256,861,170
2025-05,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,43170,25947,10043,9265,1234,1606
2025-05,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0
2025-05,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,8614,6751,2154,2154,372,12
2025-05,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,9233,9233,3836,3836,803,83
2025-05,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,7191,4928,2094,2094,430,53
2025-05,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21094,11353,4568,4165,702,145
2025-05,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,4930,4611,401,401,14,0
2025-05,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17537,8804,4788,4571,865,9
2025-05,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,16953,11073,3537,3370,442,73
2025-05,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,3432,0,59,0,0,0
2025-05,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,9490,0,504,0,0,0
2025-05,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,1743,0,8,0,0,0
2025-05,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,537,0,0,0,0,0
2025-05,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,22766,13063,6151,5905,518,139
2025-05,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,6661,0,0,0,0,0
2025-05,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17196,7284,4299,3697,298,6
2025-05,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18292,11022,5148,4902,697,12
2025-05,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8981,8577,2589,2589,374,76
2025-05,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0
2025-05,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,2037,0,49,0,0,0
2025-05,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12670,8770,2775,2775,497,836
2025-05,STATION PLAZA HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1075,0,0,0,0,0
2025-05,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9397,8299,3641,3564,834,316
2025-05,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,3089,0,0,0,0,0
2025-05,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10479,10479,3919,3919,462,661
2025-05,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12214,0,165,0,0,0
2025-05,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11692,9055,4676,4663,411,650
2025-05,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,524,0,0,0,0,0
2025-05,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-05,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,14191,10164,3108,3043,1888,144
2025-05,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13147,6146,3020,2946,482,58
2025-05,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,20704,12515,4336,4128,445,26
2025-05,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,843,0,0,0,0,0
2025-05,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,10584,8572,3928,3928,463,125
2025-05,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,7959,6756,3003,3003,1542,90
2025-05,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-05,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9248,9248,2903,2903,357,1
2025-05,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,20678,12857,3958,3564,1012,383
2025-05,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13858,11139,6999,6432,488,1379
2025-05,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-05,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,10602,6821,3162,3146,319,65
2025-05,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,980,0,1,0,0,0
2025-05,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21162,17298,7205,6855,1075,942
2025-05,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13685,13685,4240,4240,398,141
2025-05,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13701,12346,5580,5402,472,15
2025-05,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,38050,35801,15091,14957,2720,1863
2025-05,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18370,15844,5846,5623,1069,252
2025-05,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,19983,12377,5441,5168,90,31
2025-05,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,20006,14445,5845,5845,752,127
2025-05,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,28572,18783,8657,8654,1123,850
2025-05,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,24360,22382,9375,9216,1435,609
2025-05,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12842,9591,3505,3396,622,280
2025-05,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,24147,14521,7315,7254,1020,857
2025-05,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,15875,9650,4769,4636,634,526
2025-05,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,30596,27027,9892,9659,720,588
2025-05,URGENT CARE CENTRE (QMS),NHS ENGLAND LONDON,8062,0,125,0,0,0
2025-05,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,13516,9340,2801,2710,963,105
2025-05,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10515,7196,3747,3702,804,760
2025-05,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,16309,8361,2789,2756,762,30
2025-05,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8845,8108,1923,1923,341,102
2025-05,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,5069,0,0,0,0,0
2025-05,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,9198,9198,2615,2615,256,167
2025-05,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,4576,0,307,0,0,0
2025-05,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10814,7728,4061,3975,451,827
2025-05,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,2665,0,77,0,0,0
2025-05,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,20513,13949,7166,7070,693,819
2025-05,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,442,0,0,0,0,0
2025-05,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,12795,7397,3555,3496,1193,367
2025-05,WYE VALLEY NHS TRUST,NHS ENGLAND MIDLANDS,7246,6022,2883,2883,479,249
2025-05,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18718,10790,5871,5568,814,445
2025-06,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6413,6194,2095,2095,328,99
2025-06,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,5785,5785,867,867,0,0
2025-06,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,10172,7124,3478,3452,584,183
2025-06,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2273,0,278,0,0,0
2025-06,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,2863,0,0,0,0,0
2025-06,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-06,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2890,0,32,0,0,0
2025-06,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,30418,13369,6440,5954,712,586
