day_type,hour_of_day,station,departures,arrivals,net_flow
Weekend,10,"Elizabeth Bridge, Victoria",29,44,15
Weekend,10,"Elysium Place, Fulham",25,13,-12
Weekend,10,"Embankment (Savoy), Strand",15,23,8
Weekend,10,"Emperor's Gate, South Kensington",56,35,-21
Weekend,10,"Empire Square, The Borough",34,41,7
Weekend,10,"Endsleigh Gardens, Euston",14,34,20
Weekend,10,"Erin Close, Walham Green",43,30,-13
Weekend,10,"Esmond Street, Putney",4,12,8
Weekend,10,"Ethelburga Estate, Battersea Park",79,59,-20
Weekend,10,"Euston Road, Euston",13,21,8
Weekend,10,"Euston Square Gardens, Euston",19,11,-8
Weekend,10,"Everington Street, Fulham",22,14,-8
Weekend,10,"Eversholt Street , Camden Town",38,21,-17
Weekend,10,"Evesham Street, Avondale",7,3,-4
Weekend,10,"Exhibition Road Museums 1, South Kensington",15,82,67
Weekend,10,"Exhibition Road Museums 2, South Kensington",2,75,73
Weekend,10,"Exhibition Road, Knightsbridge",67,130,63
Weekend,10,"Falcon Road, Clapham Junction",23,38,15
Weekend,10,"Falkirk Street, Hoxton",53,24,-29
Weekend,10,"Fanshaw Street, Hoxton",61,31,-30
Weekend,10,"Farm Street, Mayfair",8,13,5
Weekend,10,"Farringdon Lane, Clerkenwell",21,7,-14
Weekend,10,"Farringdon Street, Holborn",0,3,3
Weekend,10,"Fashion Street, Whitechapel",22,23,1
Weekend,10,"Fawcett Close, Battersea",16,11,-5
Weekend,10,"Felsham Road, Putney",13,16,3
Weekend,10,"Ferndale Road, Brixton",50,32,-18
Weekend,10,"Finlay Street, Fulham",52,22,-30
Weekend,10,"Finnis Street, Bethnal Green",21,11,-10
Weekend,10,"Finsbury Circus, Liverpool Street",18,33,15
Weekend,10,"Finsbury Leisure Centre, St. Luke's",63,64,1
Weekend,10,"Finsbury Library , Finsbury",33,8,-25
Weekend,10,"Finsbury Square , Moorgate",15,16,1
Weekend,10,"Fire Brigade Pier, Vauxhall",27,15,-12
Weekend,10,"Fisherman's Walk West, Canary Wharf",12,30,18
Weekend,10,"Flamborough Street, Limehouse",90,65,-25
Weekend,10,"Flood Street, Chelsea",50,69,19
Weekend,10,"Foley Street, Fitzrovia",42,25,-17
Weekend,10,"Ford Road, Old Ford",19,25,6
Weekend,10,"Fore Street Avenue, Guildhall",7,7,0
Weekend,10,"Fore Street, Guildhall",11,12,1
Weekend,10,"Fournier Street, Whitechapel",25,60,35
Weekend,10,"Frampton Street, Paddington",26,12,-14
Weekend,10,"Freston Road, Avondale",9,11,2
Weekend,10,"Frith Street, Soho",11,32,21
Weekend,10,"Fulham Broadway, Walham Green",43,52,9
Weekend,10,"Fulham Park Road, Fulham",26,14,-12
Weekend,10,"Furze Green, Bow",64,39,-25
Weekend,10,"Garnet Street, Shadwell",20,23,3
Weekend,10,"Gas Holders, Battersea Park",78,83,5
Weekend,10,"Gascoyne Road, Victoria Park",35,28,-7
Weekend,10,"Gauden Road, Clapham",47,26,-21
Weekend,10,"Gaywood  Street, Elephant & Castle",41,26,-15
Weekend,10,"George Place Mews, Marylebone",28,7,-21
Weekend,10,"George Row, Bermondsey",64,31,-33
Weekend,10,"George Street, Marylebone",33,46,13
Weekend,10,"Geraldine Street, Elephant & Castle",16,13,-3
Weekend,10,"Globe Town Market, Bethnal Green",51,29,-22
Weekend,10,"Gloucester Avenue, Camden Town",25,19,-6
Weekend,10,"Gloucester Road (Central), South Kensington",22,22,0
Weekend,10,"Gloucester Road (North), Kensington",40,55,15
Weekend,10,"Gloucester Road Station, South Kensington",53,41,-12
Weekend,10,"Gloucester Street, Pimlico",73,22,-51
Weekend,10,"Gloucester Terrace, Bayswater",27,31,4
Weekend,10,"Godliman Street, St. Paul's",16,54,38
Weekend,10,"Golden Lane, Barbican",26,24,-2
Weekend,10,"Golden Square, Soho",21,35,14
Weekend,10,"Goldsmith's Row, Haggerston",37,36,-1
Weekend,10,"Good's Way, King's Cross",27,47,20
Weekend,10,"Goswell Road (City Uni), Finsbury",30,17,-13
Weekend,10,"Gower Place , Euston",19,24,5
Weekend,10,"Grafton Street, Mayfair",5,14,9
Weekend,10,"Graham Street, Angel",53,38,-15
Weekend,10,"Granby Street, Shoreditch",39,38,-1
Weekend,10,"Grant Road East, Clapham Junction",29,41,12
Weekend,10,"Great Dover Street, The Borough",83,14,-69
Weekend,10,"Great Percy Street, Clerkenwell",38,7,-31
Weekend,10,"Great Russell Street, Bloomsbury",19,41,22
Weekend,10,"Great Suffolk Street, The Borough",34,30,-4
Weekend,10,"Great Titchfield Street, Fitzrovia",25,23,-2
Weekend,10,"Great Tower Street, Monument",42,80,38
Weekend,10,"Green Park Station, Mayfair",42,51,9
Weekend,10,"Green Street, Mayfair",31,53,22
Weekend,10,"Greenberry Street, St.John's Wood",15,8,-7
Weekend,10,"Greenland Road, Camden Town",27,79,52
Weekend,10,"Grenfell Road, Avondale",24,19,-5
Weekend,10,"Greycoat Street , Westminster",14,10,-4
Weekend,10,"Greyhound Road, Hammersmith",37,18,-19
Weekend,10,"Grosvenor Crescent, Belgravia",4,19,15
Weekend,10,"Grosvenor Road, Pimlico",57,20,-37
Weekend,10,"Grosvenor Square, Mayfair",11,19,8
Weekend,10,"Grove End Road, St. John's Wood",45,16,-29
Weekend,10,"Guildhouse Street, Victoria",35,24,-11
Weekend,10,"Guilford Street , Bloomsbury",27,39,12
Weekend,10,"Gunmakers Lane, Old Ford",31,29,-2
Weekend,10,"Gwendwr Road, West Kensington",55,17,-38
Weekend,10,"Haggerston Road, Haggerston",46,47,1
Weekend,10,"Halford Road, West Kensington",39,24,-15
Weekend,10,"Hammersmith Road, Hammersmith",74,40,-34
Weekend,10,"Hampstead Road, Euston",18,41,23
Weekend,10,"Hampton Street, Walworth",52,34,-18
Weekend,10,"Handyside Street, King's Cross",26,20,-6
Weekend,10,"Hansard Mews, Holland Park",22,18,-4
Weekend,10,"Harcourt Terrace, West Brompton",51,28,-23
Weekend,10,"Hardwick Street, Clerkenwell",23,7,-16
Weekend,10,"Harford Street, Mile End",27,8,-19
Weekend,10,"Harper Road, The Borough",32,8,-24
Weekend,10,"Harriet Street, Knightsbridge",7,25,18
Weekend,10,"Harrington Square 1, Camden Town",47,9,-38
Weekend,10,"Harris Academy, Bermondsey",50,11,-39
Weekend,10,"Harrowby Street, Marylebone",25,12,-13
Weekend,10,"Hartington Road, Stockwell",32,24,-8
Weekend,10,"Hatton Garden, Holborn",27,25,-2
Weekend,10,"Hatton Wall, Holborn",44,29,-15
Weekend,10,"Hawley Crescent, Camden Town",15,25,10
Weekend,10,"Heath Road, Battersea",16,8,-8
Weekend,10,"Here East North, Queen Elizabeth Olympic Park",5,23,18
Weekend,10,"Here East South, Queen Elizabeth Olympic Park",4,13,9
Weekend,10,"Hereford Road, Bayswater",38,26,-12
Weekend,10,"Hermitage Court, Wapping",46,23,-23
Weekend,10,"Heron Quays DLR, Canary Wharf",0,17,17
Weekend,10,"Hertford Road, De Beauvoir Town",55,21,-34
Weekend,10,"Hewison Street, Old Ford",43,22,-21
Weekend,10,"Hibbert Street, Battersea",29,28,-1
Weekend,10,"High Holborn , Covent Garden",21,25,4
Weekend,10,"Hinde Street, Marylebone",33,49,16
Weekend,10,"Holborn Circus, Holborn",15,34,19
Weekend,10,"Holden Street, Battersea",11,5,-6
Weekend,10,"Holland Park, Kensington",33,30,-3
Weekend,10,"Hollybush Gardens, Bethnal Green",14,18,4
Weekend,10,"Holy Trinity Brompton, Knightsbridge",25,48,23
Weekend,10,"Hop Exchange, The Borough",95,261,166
Weekend,10,"Horseferry Road, Westminster",37,37,0
Weekend,10,"Hortensia Road, West Brompton",30,15,-15
Weekend,10,"Houghton Street, Strand",0,21,21
Weekend,10,"Houndsditch, Aldgate",7,21,14
Weekend,10,"Howick Place, Westminster",50,50,0
Weekend,10,"Howland Street, Fitzrovia",27,17,-10
Weekend,10,"Hoxton Station, Hoxton",35,34,-1
Weekend,10,"Hoxton Street, Hoxton",19,11,-8
Weekend,10,"Humbolt Road, Fulham",30,15,-15
Weekend,10,"Hurlingham Park, Parsons Green",11,5,-6
Weekend,10,"Hyde Park Corner, Hyde Park",282,220,-62
Weekend,10,"Ilchester Gardens, Bayswater",85,43,-42
Weekend,10,"Ilchester Place, Kensington",16,27,11
Weekend,10,"Imperial College, Knightsbridge",44,144,100
Weekend,10,"Imperial Road, Sands End",39,14,-25
Weekend,10,"Imperial Wharf Station, Sands End",52,28,-24
Weekend,10,"Import Dock, Canary Wharf",19,46,27
Weekend,10,"Ingrave Street, Clapham Junction",4,13,9
Weekend,10,"Irene Road, Parsons Green",20,14,-6
Weekend,10,"Islington Green, Angel",76,97,21
Weekend,10,"Jewry Street, Aldgate",10,11,1
Weekend,10,"Jubilee Crescent, Cubitt Town",26,6,-20
Weekend,10,"Jubilee Plaza, Canary Wharf",23,49,26
Weekend,10,"Jubilee Street, Stepney",38,20,-18
Weekend,10,"Kennington Cross, Kennington",67,26,-41
Weekend,10,"Kennington Lane Rail Bridge, Vauxhall",42,53,11
Weekend,10,"Kennington Oval, Oval",41,40,-1
Weekend,10,"Kennington Road Post Office, Oval",33,24,-9
Weekend,10,"Kennington Road, Vauxhall",41,24,-17
Weekend,10,"Kennington Station, Kennington",25,14,-11
Weekend,10,"Kensington Church Street, Kensington",51,62,11
Weekend,10,"Kensington Gore, Knightsbridge",7,13,6
Weekend,10,"Kensington Olympia Station, Olympia",42,9,-33
Weekend,10,"Kensington Town Hall, Kensington",6,9,3
Weekend,10,"Killick Street, King's Cross",12,6,-6
Weekend,10,"King Edward Street, St Pauls",4,18,14
Weekend,10,"King Edward Walk, Waterloo",10,5,-5
Weekend,10,"Kings Gate House, Westminster",3,12,9
Weekend,10,"Kingsway Southbound, Strand",3,48,45
Weekend,10,"Kingsway, Covent Garden",10,15,5
Weekend,10,"Knaresborough Place, Earl's Court",59,22,-37
Weekend,10,"Knightsbridge, Hyde Park",10,8,-2
Weekend,10,"LMU Commercial Road, Whitechapel",32,22,-10
Weekend,10,"LSBU (Borough Road), Elephant & Castle",38,29,-9
Weekend,10,"Ladbroke Grove Central, Ladbroke Grove",12,10,-2
Weekend,10,"Lambeth North Station, Waterloo",58,29,-29
Weekend,10,"Lambeth Palace Road, Waterloo",45,42,-3
Weekend,10,"Lambeth Road, Vauxhall",33,14,-19
Weekend,10,"Lancaster Drive, Blackwall",8,4,-4
Weekend,10,"Lancaster Gate , Bayswater",96,33,-63
Weekend,10,"Langdon Park, Poplar",25,8,-17
Weekend,10,"Lansdowne Drive, Hackney Central",29,33,4
Weekend,10,"Lansdowne Road, Ladbroke Grove",23,36,13
Weekend,10,"Lansdowne Walk, Ladbroke Grove",17,12,-5
Weekend,10,"Lavington Street, Bankside",19,24,5
Weekend,10,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",25,23,-2
Weekend,10,"Leman Street, Aldgate",53,25,-28
Weekend,10,"Leonard Circus , Shoreditch",57,23,-34
Weekend,10,"Lexham Gardens, Kensington",45,12,-33
Weekend,10,"Lightermans Road, Millwall",43,13,-30
Weekend,10,"Limburg Road, Clapham Junction",18,36,18
Weekend,10,"Limerston Street, West Chelsea",78,52,-26
Weekend,10,"Lincoln's Inn Fields, Holborn",15,40,25
Weekend,10,"Lindfield Street, Poplar",57,15,-42
Weekend,10,"Lisson Grove, St. John's Wood",20,10,-10
Weekend,10,"Little Argyll Street, West End",31,73,42
Weekend,10,"Little Brook Green, Brook Green",19,22,3
Weekend,10,"Liverpool Road (N1 Centre), Angel",40,48,8
Weekend,10,"Lollard Street, Vauxhall",55,30,-25
Weekend,10,"London Fields, Hackney Central",87,103,16
Weekend,10,"London Street, Paddington",112,79,-33
Weekend,10,"London Zoo Car Park, The Regent's Park",21,25,4
Weekend,10,"London Zoo,  The Regent's Park",13,29,16
Weekend,10,"Long Lane , Bermondsey",27,8,-19
Weekend,10,"Longford Street, The Regent's Park",20,5,-15
Weekend,10,"Lord's, St. John's Wood",10,10,0
Weekend,10,"Lots Road, West Chelsea",17,4,-13
Weekend,10,"Lower Marsh, Waterloo",24,18,-6
Weekend,10,"Lower Thames Street, Monument",10,15,5
Weekend,10,"Macclesfield Rd, St Lukes",74,18,-56
Weekend,10,"Maida Vale, Maida Vale",64,32,-32
Weekend,10,"Malet Street, Bloomsbury",30,93,63
Weekend,10,"Mallory Street, Marylebone",45,8,-37
Weekend,10,"Malmesbury Road, Bow",25,11,-14
Weekend,10,"Manbre Road, Hammersmith",8,9,1
Weekend,10,"Manresa Road, Chelsea",28,31,3
Weekend,10,"Maplin Street, Mile End",57,79,22
Weekend,10,"Margery Street, Clerkenwell",42,16,-26
Weekend,10,"Marloes Road, Kensington",21,5,-16
Weekend,10,"Marylebone Lane, Marylebone",15,23,8
Weekend,10,"Merchant Street, Bow",16,23,7
Weekend,10,"Mexfield Road, East Putney",8,6,-2
Weekend,10,"Michael Road, Walham Green",25,17,-8
Weekend,10,"Mile End Park Leisure Centre, Mile End",43,37,-6
Weekend,10,"Mile End Stadium, Mile End",60,33,-27
Weekend,10,"Millbank Tower, Pimlico",25,42,17
Weekend,10,"Millennium Hotel, Mayfair",3,3,0
Weekend,10,"Millharbour, Millwall",15,4,-11
Weekend,10,"Milroy Walk, South Bank",12,27,15
Weekend,10,"Monier Road, Hackney Wick",50,34,-16
Weekend,10,"Montpelier Street, Knightsbridge",23,32,9
Weekend,10,"Montserrat Road , Putney",8,9,1
Weekend,10,"Monument Street, Monument",18,43,25
Weekend,10,"Moor Street, Soho",38,71,33
Weekend,10,"Moorfields, Moorgate",21,53,32
Weekend,10,"Morie Street, Wandsworth",9,14,5
Weekend,10,"Mostyn Grove, Bow",49,14,-35
Weekend,10,"Mudchute DLR, Cubitt Town",6,12,6
Weekend,10,"Murray Grove , Hoxton",58,9,-49
Weekend,10,"Museum of London, Barbican",24,33,9
Weekend,10,"Nantes Close, Wandsworth",11,5,-6
Weekend,10,"Napier Avenue, Millwall",21,20,-1
Weekend,10,"Natural History Museum, South Kensington",28,77,49
Weekend,10,"Naval Row, Blackwall",25,12,-13
Weekend,10,"Nesham Street, Wapping",55,54,-1
Weekend,10,"Nevern Place, Earl's Court",42,14,-28
Weekend,10,"Neville Gill Close, Wandsworth",38,34,-4
Weekend,10,"New Cavendish Street, Marylebone",19,38,19
Weekend,10,"New Fetter Lane, Holborn",1,15,14
Weekend,10,"New Globe Walk, Bankside",11,26,15
Weekend,10,"New Inn Yard, Shoreditch",24,44,20
Weekend,10,"New Kent Road, The Borough",52,22,-30
Weekend,10,"New North Road 2, Hoxton",8,1,-7
Weekend,10,"New Road 1 , Whitechapel",47,42,-5
Weekend,10,"New Spring Gardens Walk, Vauxhall",18,23,5
Weekend,10,"Newby Place, Poplar",20,21,1
Weekend,10,"Newgate Street , St. Paul's",9,14,5
Weekend,10,"Newton Street, Covent Garden",6,12,6
Weekend,10,"Normand Park, West Kensington",70,37,-33
Weekend,10,"Normandy Road, Stockwell",37,18,-19
Weekend,10,"North Audley Street, Mayfair",17,55,38
Weekend,10,"North Wharf Road, Paddington",22,19,-3
Weekend,10,"Northdown Street, King's Cross",16,16,0
Weekend,10,"Northfields, Wandsworth",7,9,2
Weekend,10,"Northington Street , Holborn",55,15,-40
Weekend,10,"Northumberland Avenue, Strand",7,19,12
Weekend,10,"Norton Folgate, Liverpool Street",14,12,-2
Weekend,10,"Notting Hill Gate Station, Notting Hill",55,80,25
Weekend,10,"Nutford Place, Marylebone",31,11,-20
Weekend,10,"Old Brompton Road, South Kensington",53,24,-29
Weekend,10,"Old Ford Road, Bethnal Green",24,18,-6
Weekend,10,"Old Montague Street, Whitechapel",26,19,-7
Weekend,10,"Old Quebec Street, Marylebone",54,63,9
Weekend,10,"Old Street Station, St. Luke's",47,80,33
Weekend,10,"Ontario Street, Elephant & Castle",25,16,-9
Weekend,10,"Orbel Street, Battersea",30,9,-21
Weekend,10,"Orchard Place, Blackwall Tunnel",9,7,-2
Weekend,10,"Ormonde Gate, Chelsea",34,23,-11
Weekend,10,"Orsett Terrace, Bayswater",7,4,-3
Weekend,10,"Osiers Road, Wandsworth",23,17,-6
Weekend,10,"Ossulston Street, Somers Town",23,35,12
Weekend,10,"Oxford Road, Putney",6,9,3
Weekend,10,"Paddington Green, Paddington",8,6,-2
Weekend,10,"Paddington Street, Marylebone",43,60,17
Weekend,10,"Page Street, Westminster",34,19,-15
Weekend,10,"Palace Gardens Terrace, Notting Hill",50,49,-1
Weekend,10,"Palace Gate, Kensington Gardens",89,84,-5
Weekend,10,"Palissy Street, Shoreditch",48,38,-10
Weekend,10,"Pall Mall East, West End",13,36,23
Weekend,10,"Pancras Road, King's Cross",30,33,3
Weekend,10,"Panton Street, West End",22,62,40
Weekend,10,"Park Lane , Hyde Park",72,80,8
Weekend,10,"Park Lane, Mayfair",15,33,18
Weekend,10,"Park Road (Baker Street), The Regent's Park",77,56,-21
Weekend,10,"Park Street, Bankside",8,23,15
Weekend,10,"Parson's Green , Parson's Green",43,37,-6
Weekend,10,"Parsons Green Station, Parsons Green",22,33,11
Weekend,10,"Pembridge Villas, Notting Hill",28,58,30
Weekend,10,"Penfold Street, Marylebone",27,20,-7
Weekend,10,"Pennington Street, Wapping",30,18,-12
Weekend,10,"Penywern Road, Earl's Court",49,19,-30
Weekend,10,"Percival Street, Finsbury",46,14,-32
Weekend,10,"Percy Street, Bloomsbury",16,21,5
Weekend,10,"Peterborough Road, Sands End",8,23,15
Weekend,10,"Phene Street, Chelsea",38,24,-14
Weekend,10,"Phillimore Gardens, Kensington",43,60,17
Weekend,10,"Philpot Street, Whitechapel",29,15,-14
Weekend,10,"Pindar Street, Liverpool Street",1,3,2
Weekend,10,"Pitfield Street Central, Hoxton",40,21,-19
Weekend,10,"Pitfield Street North,Hoxton",56,41,-15
Weekend,10,"Plough Terrace, Clapham Junction",16,20,4
Weekend,10,"Podium, Queen Elizabeth Olympic Park",40,45,5
Weekend,10,"Pont Street, Knightsbridge",24,31,7
Weekend,10,"Porchester Place, Paddington",72,60,-12
Weekend,10,"Portland Place, Marylebone",17,32,15
Weekend,10,"Portman Square, Marylebone",9,40,31
Weekend,10,"Portugal Street, Holborn",8,39,31
Weekend,10,"Pott Street, Bethnal Green",39,40,1
Weekend,10,"Poured Lines, Bankside",18,20,2
Weekend,10,"Preston's Road, Cubitt Town",36,22,-14
Weekend,10,"Prince Albert Road, The Regent's Park",32,38,6
Weekend,10,"Prince Consort Road, Knightsbridge",8,80,72
Weekend,10,"Prince of Wales Drive, Battersea Park",23,17,-6
Weekend,10,"Princedale Road , Holland Park",39,34,-5
Weekend,10,"Princes Square, Bayswater",61,9,-52
Weekend,10,"Pritchard's Road, Bethnal Green",44,53,9
Weekend,10,"Putney Bridge Road, East Putney",12,12,0
Weekend,10,"Putney Bridge Station, Fulham",19,25,6
Weekend,10,"Putney Pier, Wandsworth",41,34,-7
Weekend,10,"Putney Rail Station, Putney",21,14,-7
Weekend,10,"Queen Mary's, Mile End",47,28,-19
Weekend,10,"Queen Mother Sports Centre, Victoria",45,56,11
Weekend,10,"Queen Street 1, Bank",15,37,22
Weekend,10,"Queen Street 2, Bank",31,72,41
Weekend,10,"Queen Victoria Street, St. Paul's",7,18,11
Weekend,10,"Queen's Circus, Battersea Park",80,79,-1
Weekend,10,"Queen's Gate (Central), South Kensington",18,44,26
Weekend,10,"Queen's Gate (North), Kensington",23,26,3
Weekend,10,"Queen's Gate (South), South Kensington",34,28,-6
Weekend,10,"Queen's Gate, Kensington Gardens",73,70,-3
Weekend,10,"Queensbridge Road, Haggerston",26,32,6
Weekend,10,"Queensdale Road, Shepherd's Bush",10,14,4
Weekend,10,"Queensway, Kensington Gardens",78,31,-47
Weekend,10,"Rainville Road, Hammersmith",28,29,1
Weekend,10,"Ram Street, Wandsworth",51,49,-2
Weekend,10,"Rampayne Street, Pimlico",32,38,6
Weekend,10,"Ranelagh Gardens, Fulham",18,11,-7
Weekend,10,"Rathbone Street, Fitzrovia",23,17,-6
Weekend,10,"Ravenscourt Park Station, Hammersmith",28,45,17
Weekend,10,"Reardon Street, Wapping",32,14,-18
Weekend,10,"Rectory Square, Stepney",19,19,0
Weekend,10,"Red Lion Square, Holborn",12,27,15
Weekend,10,"Red Lion Street, Holborn",23,43,20
Weekend,10,"Regency Street, Westminster",28,14,-14
Weekend,10,"Regent's Row , Haggerston",66,101,35
Weekend,10,"Richmond Way, Shepherd's Bush",45,17,-28
Weekend,10,"Rifle Place, Avondale",28,14,-14
Weekend,10,"Risinghill Street, Angel",20,19,-1
Weekend,10,"River Street , Clerkenwell",36,8,-28
Weekend,10,"Riverlight North, Nine Elms",55,42,-13
Weekend,10,"Rochester Row, Westminster",23,14,-9
Weekend,10,"Rodney Road , Walworth",30,14,-16
Weekend,10,"Roscoe Street, St. Luke's",25,8,-17
Weekend,10,"Rotherhithe Roundabout, Rotherhithe",42,24,-18
Weekend,10,"Royal Avenue 1, Chelsea",27,25,-2
Weekend,10,"Royal Avenue 2, Chelsea",26,40,14
Weekend,10,"Royal College Street, Camden Town",35,6,-29
Weekend,10,"Royal London Hospital, Whitechapel",62,68,6
Weekend,10,"Russell Gardens, Olympia",21,6,-15
Weekend,10,"Russell Square Station, Bloomsbury",37,42,5
Weekend,10,"Sackville Street, Mayfair",19,61,42
Weekend,10,"Sadlers Sports Centre, Finsbury",25,26,1
Weekend,10,"Sail Street, Vauxhall",46,20,-26
Weekend,10,"Salmon Lane, Limehouse",65,26,-39
Weekend,10,"Saltoun Road, Brixton",29,26,-3
Weekend,10,"Sancroft Street, Vauxhall",27,12,-15
Weekend,10,"Sandilands Road, Walham Green",31,40,9
Weekend,10,"Santos Road, Wandsworth",17,6,-11
Weekend,10,"Sardinia Street, Holborn",2,42,40
Weekend,10,"Saunders Ness Road, Cubitt Town",28,40,12
Weekend,10,"Scala Street, Fitzrovia",17,11,-6
Weekend,10,"Sea Containers, South Bank",19,18,-1
Weekend,10,"Sedding Street, Sloane Square",38,65,27
Weekend,10,"Selby Street, Whitechapel",37,36,-1
Weekend,10,"Serpentine Car Park, Hyde Park",138,126,-12
Weekend,10,"Seville Street, Knightsbridge",31,66,35
Weekend,10,"Seymour Place, Marylebone",43,17,-26
Weekend,10,"Shadwell Station, Shadwell",57,20,-37
Weekend,10,"Sheepcote Lane, Battersea",34,41,7
Weekend,10,"Shepherd's Bush Road North, Shepherd's Bush",30,15,-15
Weekend,10,"Shoreditch Court, Haggerston",23,15,-8
Weekend,10,"Shoreditch High Street, Shoreditch",63,52,-11
Weekend,10,"Shoreditch Park, Hoxton",36,21,-15
Weekend,10,"Shouldham Street, Marylebone",29,11,-18
Weekend,10,"Sidney Road, Stockwell",19,16,-3
Weekend,10,"Silverthorne Road, Battersea",24,7,-17
Weekend,10,"Simpson Street, Clapham Junction",68,42,-26
Weekend,10,"Sirdar Road, Avondale",5,3,-2
Weekend,10,"Sloane Avenue, Knightsbridge",41,30,-11
Weekend,10,"Smith Square, Westminster",21,23,2
Weekend,10,"Smugglers Way, Wandsworth",46,30,-16
Weekend,10,"Snow Hill, Farringdon",8,4,-4
Weekend,10,"Snowsfields, London Bridge",35,70,35
Weekend,10,"Soho Square , Soho",25,61,36
Weekend,10,"Somerset House, Strand",11,21,10
Weekend,10,"South Audley Street, Mayfair",9,17,8
Weekend,10,"South Bermondsey Station, Bermondsey",32,20,-12
Weekend,10,"South Kensington Station, South Kensington",36,68,32
Weekend,10,"South Lambeth Road, Vauxhall",49,51,2
Weekend,10,"South Parade, Chelsea",18,28,10
Weekend,10,"South Park, Sands End",12,18,6
Weekend,10,"South Quay East, Canary Wharf",8,9,1
Weekend,10,"South Wharf Road, Paddington",24,22,-2
Weekend,10,"Southampton Place, Holborn",16,16,0
Weekend,10,"Southampton Street, Strand",45,79,34
Weekend,10,"Southern Grove, Bow",26,14,-12
Weekend,10,"Southerton Road, Hammersmith",32,39,7
Weekend,10,"Southwark Station 2, Southwark",15,7,-8
Weekend,10,"Southwark Street, Bankside",10,19,9
